,t,Vr,Alphar,Betar
0,0.0,1.2519627244378408,0.6858010903653909,-1.9729184413381744
1,0.010021029198053567,1.31645351262281,0.660015236426177,-2.0703490223053156
2,0.020042058396107135,1.2521465949926434,0.6856525949345216,-2.1004079701469385
3,0.030063087594160702,1.3252815804803644,0.6569314747259298,-2.202471728748711
4,0.04008411679221427,1.2523413582249123,0.6855289771975355,-2.227827256028258
5,0.05010514599026784,1.334075942161836,0.6540241455565844,-2.33468320800803
6,0.060126175188321404,1.2560570349551574,0.6840710148818927,-2.35555245623419
7,0.07014720438637498,1.3451758132823977,0.6503587276708445,-2.4690531908257296
8,0.08016823358442854,1.2562508360362008,0.6840043684942114,-2.482836328107619
9,0.0901892627824821,1.3538677813046929,0.6478163392631698,-2.6016198750167083
10,0.10021029198053567,1.2564344019482583,0.6839674114452611,-2.6100552331639437
11,0.11023132117858925,1.358968366883501,0.6462770622214691,-2.7340637063556805
12,0.12025235037664281,1.256602142796902,0.6839601039525744,-2.7372112422608077
13,0.13027337957469637,1.3670590720022426,0.6441560788103625,-2.869364405788042
14,0.14029440877274996,1.369742161945313,0.6434912295281511,-2.9267736652723664
15,0.15031543797080352,1.3698909861579691,0.6433146570417537,-2.9974080826756873
16,0.16033646716885708,1.374706451372977,0.6421372589294838,-3.0599429384071075
17,0.17035749636691064,1.3672318534192787,0.6442237110534252,-3.1228135472689327
18,0.1803785255649642,1.3799929210408366,0.6409164748927261,3.0896396418733816
19,0.1903995547630178,1.382621790243689,0.6403057579962934,3.031881058875746
20,0.20042058396107135,1.3799478105820895,0.6411148524544886,2.961509198614952
21,0.2104416131591249,1.3845240754253199,0.6402340141449264,2.8949869110365154
22,0.2204626423571785,1.3839618497068378,0.6404768582220379,2.8370986055740257
23,0.23048367155523206,1.3840590600976725,0.6403486510167821,2.766879650082647
24,0.24050470075328562,1.3863377066230045,0.6402066258051154,2.702441280058867
25,0.2505257299513392,1.3857578878066252,0.6404254411825273,2.644316376136818
26,0.26054675914939274,1.3863547133974954,0.6401788656873062,2.577350987828305
27,0.2705677883474463,1.3854571924197872,0.6408363007286894,2.5125922115899573
28,0.2805888175454999,1.381928524882402,0.6421767504730613,2.450849525690009
29,0.29060984674355345,1.3817090375907282,0.6424374119285949,2.3922687343574736
30,0.30063087594160703,1.381743574152517,0.6423541955989217,2.322399135582032
31,0.31065190513966057,1.3782158699230267,0.6436490297757856,2.2603434781897462
32,0.32067293433771416,1.3750733812741147,0.6449906300175957,2.197912988444647
33,0.33069396353576774,1.3715787374246151,0.6461967201052609,2.1354161222956107
34,0.3407149927338213,1.3685838761009,0.6473466923791532,2.0764583602819195
35,0.35073602193187486,1.365224435274286,0.6483998147314538,2.017589741590623
36,0.3607570511299284,1.368362879748485,0.647438016219612,1.947809897195476
37,0.370778080327982,1.3650023729782121,0.6484728630282778,1.8889184403579726
38,0.3807991095260356,1.3591395760470897,0.6506583546431801,1.8258449763959788
39,0.3908201387240891,1.355804613634313,0.6516591714557022,1.7668135727315808
40,0.4008411679221427,1.3499930594850713,0.6537868104248373,1.7035253282255332
41,0.4108621971201963,1.3438996261621712,0.6558308799634903,1.644422962283331
42,0.4208832263182498,1.3409782416829081,0.6568619530716753,1.5851124203742946
43,0.4309042555163034,1.3349128317437615,0.6589130862059402,1.5259632828693381
44,0.440925284714357,1.3320218112582316,0.659914365877238,1.4666116875253716
45,0.4509463139124105,1.334754827104147,0.6587792434274744,1.397176019495386
46,0.4609673431104641,1.3259173586183652,0.6618643717003831,1.3338309545823663
47,0.47098837230851764,1.3199179762454811,0.663915687046861,1.274651164676002
48,0.48100940150657123,1.317099032099624,0.6648555759844599,1.215279349025358
49,0.4910304307046248,1.3111464380926148,0.6669099404551486,1.1561094335458153
50,0.5010514599026784,1.308377490127907,0.667817246736874,1.096754275650426
51,0.5110724891007319,1.3024793778696115,0.6698765237706966,1.0376174013949244
52,0.5210935182987855,1.2997683981877457,0.6707541104819136,0.978302053644759
53,0.5311145474968391,1.3144056642588708,0.6652244164788105,0.9027582645630724
54,0.5411355766948927,1.2854171986052925,0.6759686615889353,0.856130872577719
55,0.5511566058929462,1.2828192560564817,0.6768174898677445,0.7969528549558081
56,0.5611776350909998,1.2771055158376712,0.6789426617492669,0.7380422957789329
57,0.5711986642890533,1.3034862596751093,0.6688524995818708,0.6558105257197601
58,0.5812196934871069,1.2743853142247605,0.6797380691084616,0.6096351256991855
59,0.5912407226851605,1.2719393915848196,0.6806042243608678,0.5505968976318251
60,0.6012617518832141,1.2695328299877624,0.6814853499581868,0.4916201027386944
61,0.6112827810812677,1.2609956449442337,0.6847846468229242,0.42928679018423055
62,0.6213038102793211,1.258662606942919,0.6857428786142677,0.3705020637058512
63,0.6313248394773747,1.253351377601982,0.6878215091224275,0.3083158236154083
64,0.6413458686754283,1.2510498806145387,0.688892569176718,0.24974486840074148
65,0.6513668978734819,1.2539612465262335,0.6880666667711077,0.18367646749197453
66,0.6613879270715355,1.2486174508257153,0.6903660210050524,0.12166264182652212
67,0.671408956269589,1.2458698537532698,0.691591252529458,0.0633372904322635
68,0.6814299854676426,1.2435697959640493,0.6926062320854092,0.0014851325233667535
69,0.6914510146656961,1.2380606869693864,0.6951706662061835,-0.0598376862110565
70,0.7014720438637497,1.235257403323102,0.6962785882327808,-0.12099817902999992
71,0.7114930730618033,1.2407024599161607,0.694449914028465,-0.1848566485656134
72,0.7215141022598568,1.2380960927180362,0.695584697411245,-0.2462882706161453
73,0.7315351314579104,1.2350806449724878,0.6967005542130742,-0.3073063528107385
74,0.741556160655964,1.2325030381202604,0.6976035555050374,-0.3711032453326346
75,0.7515771898540176,1.2346016075888626,0.6970824848255721,-0.435515698281359
76,0.7615982190520711,1.2318483851594186,0.6981958300631991,-0.49638504077025286
77,0.7716192482501247,1.2323459597700683,0.697539745001446,-0.5600289253995906
