,t,Vr,Alphar,Betar
0,0.0,1.714409040253709,0.5711002179448313,0.5801360954319413
1,0.1282282715750936,1.7140490449778945,0.5713036272976681,0.7083866681647023
2,0.2564565431501872,1.7137958844342855,0.5715183278044025,0.8366997046227499
3,0.38468481472528077,1.7136423381485002,0.571723589973131,0.965073055190046
4,0.5129130863003744,1.7109206038178886,0.5720139544197124,1.0934459959173761
5,0.6411413578754679,1.7109243231683728,0.5721691404231076,1.2219320563290625
6,0.7693696294505615,1.7109848749276588,0.572292540404824,1.350470443935188
7,0.8975979010256552,1.7068157397353303,0.5728906756029445,1.481250677966286
8,1.0258261726007487,1.7069648653355578,0.5729296520986696,1.6098034952607956
9,1.1540544441758422,1.7071353087149823,0.5729395027632725,1.7384060049120376
10,1.2822827157509358,1.7073181946092066,0.5729228809355015,1.8670564341162317
11,1.4105109873260295,1.7075120757329696,0.5728768167240357,1.994188629836674
12,1.538739258901123,1.7076975040197278,0.5728164916612306,2.122928279734605
13,1.6669675304762166,1.7101399036047833,0.5724437631009152,2.2519515781905595
14,1.7951958020513104,1.7103176010501429,0.5723403108185726,2.377642107323275
15,1.9234240736264039,1.7130767882501872,0.571543471209088,2.5064999621507904
16,2.0516523452014974,1.7135897514547724,0.5716024227435913,2.6336245623087224
17,2.179880616776591,1.7136878525185109,0.5714803289368624,2.7609608432571764
18,2.3081088883516845,1.7137589493034802,0.5713600601758252,2.8883251802265377
19,2.436337159926778,1.7160588149944842,0.5709675800226177,3.017445234704524
20,2.5645654315018716,1.7160734000376592,0.5708598815298285,-3.138318735599527
21,2.6927937030769655,1.7160599601911983,0.5707621971084407,-3.0108714924094726
22,2.821021974652059,1.7160197092317517,0.570676665022083,-2.8833989602022925
23,2.9492502462271526,1.7182152861099957,0.570323995201158,-2.7556614690123844
24,3.077478517802246,1.7181355969422196,0.5702523146775764,-2.6311592132227193
25,3.2057067893773397,1.7251486637520785,0.569343332082032,-2.5050327201097526
26,3.333935060952433,1.7250035971366287,0.5693490399336043,-2.3763161695066457
27,3.4621633325275267,1.724846819524376,0.5693701901743511,-2.2490678841502474
28,3.5903916041026207,1.726941073338314,0.5691439992409378,-2.1215717391106828
29,3.7186198756777142,1.726786715956438,0.5691996896232941,-1.9927965104601175
30,3.8468481472528078,1.7266378536463063,0.5692694322033115,-1.865517964513915
31,3.9750764188279013,1.7265053954755059,0.5693524474151472,-1.738232913013899
32,4.103304690402995,1.726403422822142,0.5694453988267931,-1.6093978873045942
33,4.231532961978089,1.7285829282138594,0.5692845569542774,-1.4818499928405202
34,4.359761233553182,1.7285506089030083,0.5693893366832503,-1.3545386252443101
35,4.487989505128276,1.7282115959995306,0.5697447384563309,-1.2249943976779751
36,4.616217776703369,1.728298471102569,0.5698543192836253,-1.0965148409483556
37,4.744446048278463,1.7284583948612684,0.5699472942100205,-0.9680135910202556
38,4.872674319853556,1.728698184904889,0.5700137842398988,-0.8394933309764616
39,5.00090259142865,1.7290055104858468,0.570050736170795,-0.7125688613252106
40,5.129130863003743,1.7293974425963248,0.570025534771873,-0.5840332064912104
41,5.257359134578837,1.7298320252479562,0.5699315475352726,-0.45549314696488136
42,5.385587406153931,1.7302372669426078,0.5697717351623598,-0.3285953213325345
43,5.513815677729024,1.7258079055534268,0.5704025334049883,-0.19454456633609943
44,5.642043949304118,1.7236684632658048,0.5703901608272764,-0.0665705552500067
45,5.770272220879211,1.7235219728803652,0.5701391009664425,0.06164957399712667
46,5.898500492454305,1.7231426061764064,0.569983956268958,0.18988814302994578
47,6.026728764029398,1.7226289179743774,0.5699563579925554,0.31815985355247656
48,6.154957035604492,1.7220894820101327,0.5700392318418206,0.4481390288729327
49,6.283185307179586,1.714409040253709,0.5711002179448313,0.5801360954319413
